acq_datetime,year,month,day,department,latitude,longitude,temperature_c,humidity_pct,wind_kmh,rain_last_7d_mm,ndvi,brightness_k,frp_mw,confidence_pct,fire_risk
2014-01-07T06:50:00,2014,1,7,Chiquimula,14.51478,-89.87055,25.29,66.99,12.79,7.44,0.704,337.62,32.16,100.0,0
2014-01-22T17:03:00,2014,1,22,Jutiapa,14.11577,-90.0486,26.57,67.64,6.47,25.49,0.593,320.02,36.3,85.9,0
2014-01-06T18:11:00,2014,1,6,Jutiapa,14.50423,-90.05125,23.72,50.15,11.24,13.85,0.583,332.36,46.19,100.0,0
2014-01-12T22:09:00,2014,1,12,Zacapa,15.13479,-89.58287,27.48,62.19,20.31,27.56,0.541,338.71,52.82,100.0,1
2014-01-05T03:24:00,2014,1,5,Huehuetenango,15.29431,-91.42152,21.64,33.12,10.17,0.0,0.483,342.25,46.61,100.0,1
2014-02-17T07:14:00,2014,2,17,Izabal,15.53744,-88.95367,32.26,44.3,22.39,10.06,0.566,355.33,47.87,100.0,1
2014-02-22T05:18:00,2014,2,22,Huehuetenango,15.26251,-91.69487,24.59,65.99,13.47,19.77,0.484,332.41,28.93,96.89,0
2014-02-20T20:24:00,2014,2,20,Zacapa,14.82617,-89.9977,31.58,49.37,0.14,0.0,0.443,344.16,37.54,100.0,1
2014-02-11T22:38:00,2014,2,11,Jutiapa,13.95659,-89.97433,27.66,67.49,14.67,13.1,0.42,338.4,56.27,100.0,0
2014-02-14T10:50:00,2014,2,14,Petén,17.19387,-89.94784,33.82,59.58,18.26,12.32,0.472,336.85,40.27,100.0,0
2014-02-11T23:35:00,2014,2,11,Alta Verapaz,15.64024,-90.53469,18.42,48.56,8.7,0.0,0.57,322.85,19.94,66.61,0
2014-02-24T08:55:00,2014,2,24,Quiché,14.77812,-90.82329,30.23,61.56,11.65,28.32,0.481,329.76,25.35,68.32,0
2014-02-23T15:37:00,2014,2,23,Huehuetenango,15.28445,-91.41643,24.94,68.8,11.36,16.65,0.426,331.3,34.0,78.77,0
2014-02-15T15:42:00,2014,2,15,Petén,16.95765,-90.12492,33.34,72.98,13.45,7.73,0.144,329.35,38.73,87.11,1
2014-02-27T15:33:00,2014,2,27,Escuintla,14.53941,-91.09415,28.94,77.33,13.0,0.0,0.821,321.31,21.76,65.1,0
2014-02-09T23:14:00,2014,2,9,Petén,17.07877,-89.83959,25.69,73.29,9.45,4.35,0.617,331.12,36.81,79.89,0
2014-02-12T18:42:00,2014,2,12,Santa Rosa,13.97245,-90.24118,29.79,48.32,14.86,0.0,0.569,334.82,56.59,100.0,1
2014-02-15T00:45:00,2014,2,15,Zacapa,14.95916,-89.65492,26.35,74.35,2.35,0.63,0.788,337.27,23.03,64.4,0
2014-02-11T20:11:00,2014,2,11,Huehuetenango,15.23703,-91.54748,30.32,64.29,14.8,0.0,0.858,337.1,35.68,98.65,1
2014-02-14T21:13:00,2014,2,14,Zacapa,14.51925,-89.4589,27.3,78.01,14.35,0.07,0.581,325.36,38.27,100.0,0
2014-02-14T12:32:00,2014,2,14,Petén,16.52777,-89.90439,26.63,57.02,5.54,0.0,0.607,324.44,1.0,52.7,0
2014-02-09T07:10:00,2014,2,9,Petén,16.74295,-90.22921,37.53,63.04,11.33,13.49,0.661,344.11,60.6,100.0,1
2014-02-05T07:06:00,2014,2,5,Santa Rosa,14.0946,-90.1023,26.16,52.9,11.02,12.83,0.682,318.23,22.97,60.62,0
2014-02-08T12:47:00,2014,2,8,Santa Rosa,13.988,-90.52879,27.02,45.63,16.2,9.49,0.374,331.98,43.64,100.0,1
2014-02-09T09:51:00,2014,2,9,Izabal,15.597,-88.82458,27.95,55.47,5.75,0.0,0.64,327.09,19.43,69.96,0
2014-02-24T16:20:00,2014,2,24,Jutiapa,13.79824,-90.27416,29.13,67.21,7.52,0.0,0.602,329.73,40.64,98.74,0
2014-02-07T19:01:00,2014,2,7,Huehuetenango,15.33479,-91.30556,21.52,31.03,16.75,19.02,0.367,324.35,39.4,100.0,1
2014-02-27T20:17:00,2014,2,27,Zacapa,15.01359,-89.59293,26.8,45.82,19.14,28.44,0.712,333.75,48.73,100.0,0
2014-02-07T15:19:00,2014,2,7,Zacapa,15.17493,-89.34116,30.55,62.09,12.33,0.0,0.441,327.27,58.68,100.0,1
2014-02-07T03:46:00,2014,2,7,Chiquimula,14.85615,-89.16234,23.63,62.76,6.79,10.54,0.522,324.24,49.13,100.0,0
2014-02-04T09:32:00,2014,2,4,Huehuetenango,15.35473,-91.48895,23.67,56.19,7.0,3.29,0.612,328.44,6.3,53.71,0
2014-02-23T06:37:00,2014,2,23,Santa Rosa,14.43303,-90.04354,23.67,62.14,17.15,13.41,0.706,331.33,18.89,70.43,0
2014-02-17T08:31:00,2014,2,17,Alta Verapaz,15.45554,-90.54447,25.98,50.46,10.39,12.8,0.569,333.22,18.64,70.0,0
2014-02-24T17:38:00,2014,2,24,Quiché,14.74434,-91.52916,28.12,56.59,1.31,20.93,0.593,335.41,15.69,68.92,0
2014-02-24T00:12:00,2014,2,24,Alta Verapaz,15.30324,-90.48157,35.35,53.97,12.14,27.15,0.811,340.04,45.24,100.0,1
2014-02-01T14:34:00,2014,2,1,Santa Rosa,14.38728,-90.47682,26.04,68.9,13.11,10.28,0.532,332.23,39.11,81.26,0
2014-02-26T11:45:00,2014,2,26,Alta Verapaz,15.28396,-90.76057,28.34,49.68,6.63,17.48,0.465,327.69,32.09,90.66,0
2014-02-19T11:53:00,2014,2,19,Alta Verapaz,15.65934,-90.38425,27.95,55.35,11.89,9.07,0.566,339.2,22.05,72.3,0
2014-02-03T05:33:00,2014,2,3,Izabal,15.66356,-88.68876,17.99,37.55,9.77,2.5,0.465,326.5,23.14,85.77,0
2014-02-23T08:50:00,2014,2,23,Zacapa,14.71029,-89.38028,28.41,56.23,9.51,24.29,0.86,330.75,19.13,74.18,0
2014-02-11T01:26:00,2014,2,11,Izabal,15.43461,-88.90074,25.51,69.85,17.75,20.42,0.615,340.99,13.64,71.34,0
2014-02-09T12:16:00,2014,2,9,Huehuetenango,15.32623,-91.64286,27.32,62.97,12.3,7.91,0.531,334.56,48.92,100.0,1
2014-02-14T03:15:00,2014,2,14,Jutiapa,14.4297,-90.18772,31.76,68.39,15.55,11.9,0.609,344.36,45.24,100.0,1
2014-02-23T17:22:00,2014,2,23,Quiché,14.35527,-90.90428,29.81,63.73,9.15,0.0,0.749,328.86,62.69,100.0,1
2014-02-13T12:26:00,2014,2,13,Alta Verapaz,15.85571,-90.36724,27.56,57.57,10.98,0.0,0.411,337.67,34.82,96.57,0
2014-02-18T07:24:00,2014,2,18,Quiché,15.04909,-90.8458,32.42,53.05,13.78,0.0,0.604,330.09,44.18,100.0,1
2014-02-20T06:53:00,2014,2,20,Escuintla,14.23904,-91.15107,26.79,52.21,17.92,17.84,0.817,345.14,36.4,100.0,1
2014-02-09T10:11:00,2014,2,9,Jutiapa,14.32666,-89.86731,25.08,53.03,12.01,15.71,0.584,335.46,27.8,96.07,0
2014-02-18T03:46:00,2014,2,18,Alta Verapaz,15.22834,-90.03942,21.38,45.46,12.21,0.81,0.486,327.58,35.78,95.98,0
2014-02-15T16:46:00,2014,2,15,Petén,16.99016,-89.74597,19.28,58.43,16.18,9.96,0.72,329.38,22.41,81.49,0
2014-02-26T08:26:00,2014,2,26,Alta Verapaz,15.49969,-90.15347,31.22,66.13,15.9,1.41,0.642,337.94,32.23,87.66,0
2014-02-26T23:01:00,2014,2,26,Huehuetenango,15.41937,-91.73891,27.18,59.32,6.49,32.01,0.766,329.23,36.23,95.67,0
2014-02-21T15:48:00,2014,2,21,Santa Rosa,14.16619,-89.93649,32.53,50.27,7.71,9.46,0.603,344.3,36.98,100.0,0
2014-02-08T04:56:00,2014,2,8,Escuintla,14.04956,-91.1982,33.28,91.71,17.74,4.72,0.569,334.95,49.94,100.0,1
2014-02-05T17:49:00,2014,2,5,Izabal,15.51017,-89.34953,30.61,54.68,12.03,4.64,0.657,337.22,30.52,100.0,1
2014-02-09T07:17:00,2014,2,9,Zacapa,15.0088,-89.25658,30.46,65.18,7.61,14.68,0.642,322.87,26.03,89.18,0
2014-02-13T04:29:00,2014,2,13,Santa Rosa,14.52723,-90.36792,27.04,59.22,16.53,10.71,0.472,337.36,25.3,91.28,0
2014-02-03T00:20:00,2014,2,3,Alta Verapaz,15.33504,-90.45896,35.09,56.82,3.61,7.8,0.387,332.3,30.03,100.0,0
2014-02-18T07:45:00,2014,2,18,Petén,17.18346,-89.88457,27.64,58.05,2.72,25.47,0.21,323.08,29.72,88.0,0
2014-02-02T19:03:00,2014,2,2,Izabal,15.51547,-88.74524,31.85,61.27,14.79,4.95,0.548,338.0,59.09,100.0,0
2014-02-11T22:17:00,2014,2,11,Escuintla,13.83884,-90.89082,21.97,46.18,21.83,2.25,0.818,334.27,30.4,79.45,0
2014-02-07T18:06:00,2014,2,7,Escuintla,14.07429,-91.04946,24.95,59.78,13.67,13.3,0.319,336.39,23.55,90.05,0
2014-02-23T18:38:00,2014,2,23,Izabal,15.29719,-89.07905,30.45,56.31,16.03,23.79,0.489,342.99,63.82,100.0,0
2014-02-25T02:24:00,2014,2,25,Petén,16.69616,-89.52877,26.06,63.04,9.4,9.08,0.422,324.41,21.25,93.96,0
2014-02-06T19:53:00,2014,2,6,Jutiapa,14.49509,-90.02227,25.15,26.18,4.76,0.0,0.17,324.08,53.32,100.0,1
2014-02-12T01:12:00,2014,2,12,Chiquimula,14.89042,-89.30436,30.91,51.08,14.26,15.04,0.442,331.88,25.86,83.98,0
2014-02-11T15:19:00,2014,2,11,Jutiapa,14.12564,-89.89335,30.47,76.62,7.99,21.49,0.799,326.04,48.36,100.0,0
2014-02-21T07:16:00,2014,2,21,Quiché,14.60231,-91.04289,34.07,48.44,9.1,12.72,0.429,342.96,39.97,100.0,1
2014-03-13T18:33:00,2014,3,13,Alta Verapaz,15.52143,-90.20106,32.13,25.99,18.15,4.78,0.701,349.18,45.75,100.0,1
2014-03-03T00:20:00,2014,3,3,Jutiapa,14.65642,-89.80908,20.8,49.19,11.91,0.0,0.729,329.22,22.25,72.35,0
2014-03-21T01:57:00,2014,3,21,Quiché,15.05668,-90.78863,28.12,28.09,15.02,4.84,0.534,334.78,60.69,100.0,1
2014-03-06T20:04:00,2014,3,6,Petén,16.6404,-89.69886,37.52,35.31,8.96,6.57,0.361,334.3,51.73,100.0,1
2014-03-08T13:11:00,2014,3,8,Huehuetenango,14.95044,-91.53095,23.38,48.9,13.87,8.58,0.42,330.67,21.96,81.36,1
2014-03-13T23:39:00,2014,3,13,Quiché,14.88412,-91.2581,30.94,40.21,13.41,0.0,0.733,337.74,35.9,96.76,1
2014-03-02T04:58:00,2014,3,2,Quiché,14.91688,-90.77092,35.38,51.29,15.84,6.74,0.166,346.13,26.66,95.31,1
2014-03-27T21:12:00,2014,3,27,Jutiapa,14.42234,-89.85568,33.1,37.18,17.0,3.28,0.259,339.5,39.96,100.0,1
2014-03-27T06:58:00,2014,3,27,Chiquimula,14.90169,-89.9678,34.64,55.37,11.18,2.03,0.4,343.2,45.38,100.0,1
2014-03-24T14:39:00,2014,3,24,Escuintla,14.2129,-90.90471,39.6,16.4,12.11,5.91,0.426,353.51,79.44,100.0,1
2014-03-24T18:43:00,2014,3,24,Jutiapa,14.48137,-89.66971,35.08,34.06,11.67,3.71,0.527,336.12,62.0,100.0,1
2014-03-20T15:36:00,2014,3,20,Huehuetenango,14.99405,-91.14032,44.08,39.88,11.58,4.53,0.313,349.91,83.09,100.0,1
2014-03-02T22:57:00,2014,3,2,Zacapa,14.97861,-89.25926,29.77,51.62,6.29,0.0,0.162,338.66,33.87,76.35,1
2014-03-03T22:48:00,2014,3,3,Escuintla,14.06418,-90.276,40.0,46.07,8.76,5.33,0.659,345.81,48.9,100.0,1
2014-03-05T03:04:00,2014,3,5,Jutiapa,14.16304,-90.16793,28.57,21.93,9.5,1.3,0.646,337.15,52.15,100.0,1
2014-03-10T03:00:00,2014,3,10,Jutiapa,14.73945,-89.86691,33.09,18.55,10.74,6.94,0.204,327.46,50.75,100.0,1
2014-03-12T17:00:00,2014,3,12,Jutiapa,14.53735,-89.60037,24.89,44.81,20.04,0.0,0.259,328.23,25.83,95.33,1
2014-03-21T06:49:00,2014,3,21,Escuintla,14.28478,-90.74076,28.88,27.05,9.1,0.0,0.375,329.24,36.16,87.12,1
2014-03-17T22:54:00,2014,3,17,Escuintla,14.27801,-90.83645,31.83,31.88,12.65,0.0,0.646,341.92,44.03,100.0,1
2014-03-19T00:34:00,2014,3,19,Quiché,14.68021,-91.3156,24.16,55.19,11.52,0.89,0.308,335.53,19.17,72.79,0
2014-03-16T17:41:00,2014,3,16,Santa Rosa,13.88981,-90.34346,34.69,42.42,11.78,0.0,0.568,333.3,40.27,100.0,1
2014-03-15T19:38:00,2014,3,15,Huehuetenango,15.34296,-91.55442,31.43,45.01,4.89,11.74,0.54,337.07,35.56,100.0,1
2014-03-08T05:50:00,2014,3,8,Quiché,15.04233,-90.71699,39.42,60.25,11.93,3.44,0.441,332.4,59.71,100.0,1
2014-03-05T17:37:00,2014,3,5,Escuintla,13.77635,-90.67424,32.86,41.36,9.22,2.46,0.305,341.8,36.37,100.0,1
2014-03-08T00:43:00,2014,3,8,Quiché,15.08546,-91.43995,36.59,27.41,9.22,6.57,0.486,346.14,43.69,100.0,1
2014-03-07T18:12:00,2014,3,7,Petén,16.92973,-89.78749,37.0,32.97,9.85,0.0,0.679,348.1,43.66,100.0,1
2014-03-10T08:44:00,2014,3,10,Santa Rosa,14.39207,-90.4337,29.81,41.11,21.5,1.6,0.162,337.71,39.21,100.0,1
2014-03-04T10:03:00,2014,3,4,Quiché,15.0521,-90.52427,36.35,46.68,7.95,2.66,0.499,336.71,49.53,100.0,1
2014-03-18T01:59:00,2014,3,18,Huehuetenango,14.99251,-91.66568,37.16,31.89,11.64,3.11,0.456,337.19,45.71,100.0,1
2014-03-22T06:25:00,2014,3,22,Escuintla,14.0583,-91.00494,39.17,20.23,13.26,1.27,0.327,346.24,53.5,100.0,1
2014-03-05T06:37:00,2014,3,5,Petén,17.14182,-89.7428,40.02,47.9,7.77,1.11,0.289,335.54,56.3,100.0,1
2014-03-26T11:32:00,2014,3,26,Santa Rosa,14.1007,-90.282,37.42,22.57,15.24,7.39,0.587,344.38,67.27,100.0,1
2014-03-14T10:13:00,2014,3,14,Huehuetenango,14.94976,-91.42461,25.85,45.09,10.69,2.02,0.454,329.98,31.88,93.85,0
2014-03-05T05:14:00,2014,3,5,Chiquimula,14.70988,-89.47691,32.56,63.25,11.97,3.82,0.5,340.28,51.69,100.0,1
2014-03-25T07:12:00,2014,3,25,Escuintla,13.63631,-90.60769,33.76,42.92,11.09,0.37,0.567,333.72,47.31,100.0,1
2014-03-19T17:48:00,2014,3,19,Escuintla,14.14831,-90.86468,30.17,59.53,12.13,0.0,0.29,338.89,30.26,96.77,1
2014-03-10T22:34:00,2014,3,10,Chiquimula,14.94787,-89.38122,33.39,53.1,17.65,0.0,0.599,343.79,42.31,100.0,1
2014-03-22T15:08:00,2014,3,22,Quiché,15.05183,-90.78202,26.13,13.68,5.5,7.28,0.495,332.16,46.41,89.98,1
2014-03-20T12:48:00,2014,3,20,Santa Rosa,13.96602,-90.25009,36.21,37.42,9.67,2.2,0.179,339.92,34.01,94.61,1
2014-03-09T22:31:00,2014,3,9,Izabal,15.73265,-89.03251,32.85,31.75,14.21,4.53,0.05,325.51,41.39,100.0,1
2014-03-26T16:43:00,2014,3,26,Izabal,15.27744,-89.27343,26.51,46.49,15.46,0.0,0.653,333.89,25.58,97.3,0
2014-03-06T20:47:00,2014,3,6,Santa Rosa,14.55293,-90.30832,27.38,48.51,4.79,1.86,0.375,324.04,54.5,100.0,1
2014-03-07T17:31:00,2014,3,7,Escuintla,13.70919,-90.96349,29.76,27.29,9.44,3.49,0.418,334.08,50.58,100.0,1
2014-03-15T12:16:00,2014,3,15,Jutiapa,14.2053,-89.70086,35.46,19.3,18.3,3.65,0.52,347.89,60.71,100.0,1
2014-03-08T18:20:00,2014,3,8,Izabal,15.53623,-88.9504,27.23,41.42,12.35,5.9,0.498,335.15,30.29,100.0,1
2014-03-15T03:47:00,2014,3,15,Zacapa,14.75351,-89.3915,36.85,19.54,19.11,0.0,0.556,362.57,64.14,100.0,1
2014-03-10T17:30:00,2014,3,10,Escuintla,14.22801,-90.68085,29.53,47.16,1.59,4.7,0.507,337.06,25.02,92.77,0
2014-03-20T16:27:00,2014,3,20,Santa Rosa,14.22502,-90.11579,28.97,47.11,6.48,0.71,0.258,335.12,34.48,85.69,1
2014-03-05T22:14:00,2014,3,5,Jutiapa,14.03056,-89.61026,34.84,44.95,6.21,0.0,0.712,339.89,35.87,100.0,1
2014-03-17T06:15:00,2014,3,17,Huehuetenango,15.29289,-91.36733,23.91,36.52,12.22,2.9,0.151,335.94,40.01,93.22,1
2014-03-02T01:30:00,2014,3,2,Santa Rosa,14.42493,-90.10573,29.68,44.44,15.28,3.4,0.426,344.63,29.94,80.55,1
2014-03-08T15:08:00,2014,3,8,Quiché,15.05646,-91.42862,30.61,63.09,13.56,3.63,0.484,336.88,45.18,100.0,1
2014-03-01T22:25:00,2014,3,1,Jutiapa,14.32366,-89.84623,34.79,29.88,20.83,3.58,0.345,356.92,57.0,100.0,1
2014-03-05T03:55:00,2014,3,5,Escuintla,14.1713,-90.9997,36.36,55.68,13.58,11.11,0.37,336.55,56.89,100.0,1
2014-03-15T09:07:00,2014,3,15,Jutiapa,14.28603,-89.71713,28.53,45.22,9.02,5.03,0.414,341.67,41.9,100.0,1
2014-03-18T22:20:00,2014,3,18,Zacapa,15.51878,-89.92731,27.48,43.7,13.92,3.16,0.501,334.37,62.18,100.0,1
2014-03-09T09:52:00,2014,3,9,Huehuetenango,15.07948,-91.93513,31.31,60.84,8.0,0.21,0.447,321.69,34.58,86.45,1
2014-03-27T18:01:00,2014,3,27,Jutiapa,14.12105,-90.03488,36.54,39.2,10.26,4.83,0.527,350.76,68.09,100.0,1
2014-03-11T01:43:00,2014,3,11,Alta Verapaz,15.50248,-90.42452,26.7,30.26,12.94,0.0,0.445,350.75,45.32,100.0,1
2014-03-09T04:41:00,2014,3,9,Chiquimula,14.51688,-89.10429,32.21,31.0,6.43,0.58,0.576,334.18,24.8,76.14,1
2014-03-03T07:45:00,2014,3,3,Izabal,15.85645,-89.25915,31.63,59.5,16.34,3.74,0.657,334.48,43.75,100.0,1
2014-03-03T18:49:00,2014,3,3,Escuintla,14.27366,-90.64789,31.3,23.13,0.1,3.38,0.151,330.8,19.12,85.85,1
2014-03-14T17:25:00,2014,3,14,Chiquimula,15.04309,-89.43076,35.0,61.5,16.57,4.34,0.664,349.01,57.07,100.0,1
2014-03-24T01:32:00,2014,3,24,Chiquimula,14.68837,-89.57653,20.8,47.39,17.16,3.04,0.451,333.88,47.1,100.0,1
2014-03-24T19:25:00,2014,3,24,Izabal,15.68059,-89.07207,41.03,37.49,2.47,3.04,0.644,350.73,49.91,100.0,1
2014-03-16T00:06:00,2014,3,16,Chiquimula,14.45845,-89.43481,36.99,43.72,11.24,7.44,0.131,348.16,33.94,100.0,1
2014-03-02T14:35:00,2014,3,2,Chiquimula,15.13045,-89.31264,34.93,49.48,13.3,3.45,0.565,351.26,31.92,100.0,1
2014-03-11T05:58:00,2014,3,11,Escuintla,14.65702,-90.42998,30.15,28.22,10.58,7.78,0.05,335.27,45.91,100.0,1
2014-03-15T11:19:00,2014,3,15,Quiché,15.17387,-91.38322,34.32,16.68,4.16,2.87,0.646,342.64,41.25,100.0,1
2014-03-21T14:20:00,2014,3,21,Alta Verapaz,15.45967,-90.56105,36.84,36.82,10.58,3.87,0.097,338.53,67.37,100.0,1
2014-03-18T23:35:00,2014,3,18,Alta Verapaz,15.74419,-90.06081,30.9,23.24,10.26,7.65,0.409,353.44,41.6,100.0,1
2014-03-02T19:51:00,2014,3,2,Quiché,14.66512,-90.7431,30.09,26.54,12.28,2.61,0.59,345.34,57.03,100.0,1
2014-03-11T11:49:00,2014,3,11,Izabal,15.49922,-88.80776,29.75,51.46,15.98,3.27,0.445,327.21,24.71,64.75,1
2014-03-27T05:21:00,2014,3,27,Petén,16.63845,-90.07569,38.78,42.96,14.34,3.98,0.303,335.02,52.32,100.0,1
2014-03-05T04:46:00,2014,3,5,Alta Verapaz,15.89964,-90.62031,32.21,37.99,11.99,7.13,0.616,345.14,34.48,100.0,1
2014-03-09T06:32:00,2014,3,9,Zacapa,14.87314,-90.04814,35.09,49.2,18.09,5.76,0.462,343.54,39.73,100.0,1
2014-03-19T15:33:00,2014,3,19,Petén,17.07707,-89.86906,34.7,56.93,11.14,8.35,0.067,342.88,41.51,100.0,1
2014-03-03T09:51:00,2014,3,3,Zacapa,14.78076,-89.21294,32.82,57.74,14.52,4.84,0.506,337.39,51.77,100.0,1
2014-03-21T19:13:00,2014,3,21,Izabal,15.53138,-88.49484,31.98,41.3,10.48,4.17,0.072,347.29,58.7,100.0,1
2014-03-16T22:54:00,2014,3,16,Petén,17.19219,-89.4794,33.96,15.47,17.89,4.92,0.483,352.6,50.57,100.0,1
2014-03-16T17:42:00,2014,3,16,Petén,17.20192,-90.14778,32.66,39.56,13.24,7.23,0.592,354.49,49.73,100.0,1
2014-03-06T09:24:00,2014,3,6,Petén,16.71901,-89.59053,35.84,57.46,8.41,6.54,0.301,342.76,26.0,75.32,1
2014-03-16T11:28:00,2014,3,16,Chiquimula,14.66734,-89.59806,29.77,55.79,9.27,0.95,0.685,329.93,33.95,100.0,1
2014-03-14T12:09:00,2014,3,14,Izabal,15.42031,-89.01061,32.29,46.44,14.66,2.36,0.327,340.43,30.18,86.0,1
2014-03-26T08:10:00,2014,3,26,Quiché,14.96559,-90.58991,37.25,38.7,11.92,0.52,0.343,339.2,46.62,100.0,1
2014-03-07T17:50:00,2014,3,7,Alta Verapaz,15.34598,-90.48685,32.38,36.86,17.74,5.07,0.351,343.49,52.21,100.0,1
2014-03-22T12:10:00,2014,3,22,Petén,16.50985,-89.7865,33.11,40.63,11.04,0.0,0.751,332.53,30.34,88.84,1
2014-03-15T16:34:00,2014,3,15,Santa Rosa,14.50781,-90.06141,32.78,56.96,12.84,6.56,0.402,321.07,44.89,98.08,1
2014-03-15T14:21:00,2014,3,15,Alta Verapaz,15.65544,-90.41869,32.04,40.41,12.7,0.0,0.743,341.53,35.63,99.84,1
2014-03-20T01:27:00,2014,3,20,Izabal,15.5627,-88.53969,29.88,34.61,11.06,0.17,0.774,333.29,49.98,100.0,0
2014-03-20T19:11:00,2014,3,20,Izabal,15.82429,-88.70998,30.37,46.65,12.46,0.0,0.683,341.49,42.36,100.0,1
2014-03-26T17:03:00,2014,3,26,Zacapa,14.74722,-89.90424,29.29,10.0,15.87,5.31,0.554,345.12,52.8,100.0,1
